yourlist:M2021051372FEB3358BE035486EE75ADE9E91772506A23FI	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
eco:b3306	P0A7W7	RS8_ECOLI	reviewed	30S ribosomal protein S8 (Small ribosomal subunit protein uS8)	rpsH b3306 JW3268	Escherichia coli (strain K12)	130
eco:b3308	P62399	RL5_ECOLI	reviewed	50S ribosomal protein L5 (Large ribosomal subunit protein uL5)	rplE b3308 JW3270	Escherichia coli (strain K12)	179
eco:b3310	P0ADY3	RL14_ECOLI	reviewed	50S ribosomal protein L14 (Large ribosomal subunit protein uL14)	rplN b3310 JW3272	Escherichia coli (strain K12)	123
eco:b3342	P0A7S3	RS12_ECOLI	reviewed	30S ribosomal protein S12 (Small ribosomal subunit protein uS12)	rpsL strA b3342 JW3304	Escherichia coli (strain K12)	124
eco:b3418	P06993	MALT_ECOLI	reviewed	HTH-type transcriptional regulator MalT (ATP-dependent transcriptional activator MalT)	malT malA b3418 JW3381	Escherichia coli (strain K12)	901
eco:b3637	P0A7M2	RL28_ECOLI	reviewed	50S ribosomal protein L28 (Large ribosomal subunit protein bL28)	rpmB b3637 JW3612	Escherichia coli (strain K12)	78
eco:b3894	P32176	FDOG_ECOLI	reviewed	Formate dehydrogenase-O major subunit (EC 1.17.1.9) (Aerobic formate dehydrogenase major subunit) (FDH-Z subunit alpha) (Formate dehydrogenase-O subunit alpha)	fdoG b3894 JW3865	Escherichia coli (strain K12)	1016
eco:b3980	P0CE48	EFTU2_ECOLI	reviewed	Elongation factor Tu 2 (EF-Tu 2) (Bacteriophage Q beta RNA-directed RNA polymerase subunit III) (P-43)	tufB b3980 JW3943	Escherichia coli (strain K12)	394
eco:b3983	P0A7J7	RL11_ECOLI	reviewed	50S ribosomal protein L11 (Large ribosomal subunit protein uL11)	rplK relC b3983 JW3946	Escherichia coli (strain K12)	142
eco:b3985	P0A7J3	RL10_ECOLI	reviewed	50S ribosomal protein L10 (50S ribosomal protein L8) (Large ribosomal subunit protein uL10)	rplJ b3985 JW3948	Escherichia coli (strain K12)	165
eco:b3986	P0A7K2	RL7_ECOLI	reviewed	50S ribosomal protein L7/L12 (L8) (Large ribosomal subunit protein bL12)	rplL b3986 JW3949	Escherichia coli (strain K12)	121
eco:b0459	P77791	MAA_ECOLI	reviewed	Maltose O-acetyltransferase (MAT) (EC 2.3.1.79) (Maltose transacetylase)	maa ylaD b0459 JW0448	Escherichia coli (strain K12)	183
eco:b0674	P22106	ASNB_ECOLI	reviewed	Asparagine synthetase B [glutamine-hydrolyzing] (AS-B) (EC 6.3.5.4)	asnB b0674 JW0660	Escherichia coli (strain K12)	554
eco:b1048	P33136	OPGG_ECOLI	reviewed	Glucans biosynthesis protein G	mdoG opgG b1048 JW1035	Escherichia coli (strain K12)	511
eco:b1521	P0A6L7	UXAB_ECOLI	reviewed	Altronate oxidoreductase (EC 1.1.1.58) (Tagaturonate dehydrogenase) (Tagaturonate reductase)	uxaB b1521 JW1514	Escherichia coli (strain K12)	483
eco:b1638	P0AFI7	PDXH_ECOLI	reviewed	Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase)	pdxH b1638 JW1630	Escherichia coli (strain K12)	218
eco:b1905	P0A998	FTNA_ECOLI	reviewed	Bacterial non-heme ferritin (EC 1.16.3.2) (Ferritin-1)	ftnA ftn gen-165 rsgA b1905 JW1893	Escherichia coli (strain K12)	165
eco:b2022	P06987	HIS7_ECOLI	reviewed	Histidine biosynthesis bifunctional protein HisB [Includes: Histidinol-phosphatase (EC 3.1.3.15); Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)]	hisB b2022 JW2004	Escherichia coli (strain K12)	355
eco:b2091	P0A9S3	GATD_ECOLI	reviewed	Galactitol 1-phosphate 5-dehydrogenase (EC 1.1.1.251)	gatD b2091 JW2075	Escherichia coli (strain K12)	346
eco:b2094	P69828	PTKA_ECOLI	reviewed	PTS system galactitol-specific EIIA component (EIIB-Gat) (Galactitol-specific phosphotransferase enzyme IIA component)	gatA b2094 JW2078/JW2081	Escherichia coli (strain K12)	150
eco:b2285	P0AFD1	NUOE_ECOLI	reviewed	NADH-quinone oxidoreductase subunit E (EC 7.1.1.-) (NADH dehydrogenase I subunit E) (NDH-1 subunit E) (NUO5)	nuoE b2285 JW2280	Escherichia coli (strain K12)	166
eco:b2388	P0A6V8	GLK_ECOLI	reviewed	Glucokinase (EC 2.7.1.2) (Glucose kinase)	glk b2388 JW2385	Escherichia coli (strain K12)	321
eco:b2567	P0A7Y0	RNC_ECOLI	reviewed	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc b2567 JW2551	Escherichia coli (strain K12)	226
eco:b2687	P45578	LUXS_ECOLI	reviewed	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	luxS ygaG b2687 JW2662	Escherichia coli (strain K12)	171
eco:b2747	Q46893	ISPD_ECOLI	reviewed	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (CDP-ME synthase) (MEP cytidylyltransferase) (MCT)	ispD ygbP b2747 JW2717	Escherichia coli (strain K12)	236
eco:b2942	P0A817	METK_ECOLI	reviewed	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK metX b2942 JW2909	Escherichia coli (strain K12)	384
eco:b2997	P69741	MBHT_ECOLI	reviewed	Hydrogenase-2 small chain (HYD2) (EC 1.12.99.6) (Membrane-bound hydrogenase 2 small subunit) (NiFe hydrogenase)	hybO yghV b2997 JW2965	Escherichia coli (strain K12)	372
eco:b3065	P68679	RS21_ECOLI	reviewed	30S ribosomal protein S21 (Small ribosomal subunit protein bS21)	rpsU b3065 JW3037	Escherichia coli (strain K12)	71
eco:b3222	P45425	NANK_ECOLI	reviewed	N-acetylmannosamine kinase (EC 2.7.1.60) (ManNAc kinase) (N-acetyl-D-mannosamine kinase)	nanK yhcI b3222 JW5538	Escherichia coli (strain K12)	291
eco:b3230	P0A7X3	RS9_ECOLI	reviewed	30S ribosomal protein S9 (Small ribosomal subunit protein uS9)	rpsI b3230 JW3199	Escherichia coli (strain K12)	130
eco:b3294	P0AG44	RL17_ECOLI	reviewed	50S ribosomal protein L17 (Large ribosomal subunit protein bL17)	rplQ b3294 JW3256	Escherichia coli (strain K12)	127
eco:b3301	P02413	RL15_ECOLI	reviewed	50S ribosomal protein L15 (Large ribosomal subunit protein uL15)	rplO b3301 JW3263	Escherichia coli (strain K12)	144
eco:b3307	P0AG59	RS14_ECOLI	reviewed	30S ribosomal protein S14 (Small ribosomal subunit protein uS14)	rpsN b3307 JW3269	Escherichia coli (strain K12)	101
eco:b3313	P0ADY7	RL16_ECOLI	reviewed	50S ribosomal protein L16 (Large ribosomal subunit protein uL16)	rplP b3313 JW3275	Escherichia coli (strain K12)	136
eco:b3315	P61175	RL22_ECOLI	reviewed	50S ribosomal protein L22 (Large ribosomal subunit protein uL22)	rplV eryB b3315 JW3277	Escherichia coli (strain K12)	110
eco:b3320	P60438	RL3_ECOLI	reviewed	50S ribosomal protein L3 (Large ribosomal subunit protein uL3)	rplC b3320 JW3282	Escherichia coli (strain K12)	209
eco:b3341	P02359	RS7_ECOLI	reviewed	30S ribosomal protein S7 (Small ribosomal subunit protein uS7)	rpsG b3341 JW3303	Escherichia coli (strain K12)	179
eco:b3359	P18335	ARGD_ECOLI	reviewed	Acetylornithine/succinyldiaminopimelate aminotransferase (ACOAT) (DapATase) (Succinyldiaminopimelate transferase) (EC 2.6.1.11) (EC 2.6.1.17)	argD dapC dtu b3359 JW3322	Escherichia coli (strain K12)	406
eco:b3572	P09053	AVTA_ECOLI	reviewed	Valine--pyruvate aminotransferase (EC 2.6.1.66) (Alanine--valine transaminase) (Transaminase C)	avtA b3572 JW5652	Escherichia coli (strain K12)	417
eco:b3635	P05523	FPG_ECOLI	reviewed	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg b3635 JW3610	Escherichia coli (strain K12)	269
eco:b3728	P0AG82	PSTS_ECOLI	reviewed	Phosphate-binding protein PstS (PBP)	pstS phoS b3728 JW3706	Escherichia coli (strain K12)	346
eco:b3888	P0ADQ2	FABY_ECOLI	reviewed	Probable acyltransferase FabY (EC 2.3.1.-)	fabY yiiD b3888 JW3859	Escherichia coli (strain K12)	329
eco:b3945	P0A9S5	GLDA_ECOLI	reviewed	Glycerol dehydrogenase (GDH) (GLDH) (EC 1.1.1.6)	gldA b3945 JW5556	Escherichia coli (strain K12)	367
eco:b3965	P23003	TRMA_ECOLI	reviewed	tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)	trmA b3965 JW3937	Escherichia coli (strain K12)	366
eco:b3996	P32664	NUDC_ECOLI	reviewed	NAD-capped RNA hydrolase NudC (DeNADding enzyme NudC) (EC 3.6.1.-) (NADH pyrophosphatase) (EC 3.6.1.22)	nudC yjaD b3996 JW5548	Escherichia coli (strain K12)	257
eco:b4058	P0A698	UVRA_ECOLI	reviewed	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	uvrA dinE b4058 JW4019	Escherichia coli (strain K12)	940
eco:b4146	P39280	EPMB_ECOLI	reviewed	L-lysine 2,3-aminomutase (LAM) (EC 5.4.3.-) (EF-P post-translational modification enzyme B)	epmB yjeK b4146 JW4106	Escherichia coli (strain K12)	342
eco:b0438	P0A6H1	CLPX_ECOLI	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpX (ATP-dependent unfoldase ClpX)	clpX lopC b0438 JW0428	Escherichia coli (strain K12)	424
eco:b0779	P0A8F8	UVRB_ECOLI	reviewed	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB b0779 JW0762	Escherichia coli (strain K12)	673
eco:b0882	P0ABH9	CLPA_ECOLI	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpA	clpA lopD b0882 JW0866	Escherichia coli (strain K12)	758
eco:b0762	P0AAW9	ACRZ_ECOLI	reviewed	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ ybhT b0762 JW5102	Escherichia coli (strain K12)	49
eco:b3514	P37637	MDTF_ECOLI	reviewed	Multidrug resistance protein MdtF	mdtF yhiV b3514 JW3482	Escherichia coli (strain K12)	1037
eco:b4170	P23367	MUTL_ECOLI	reviewed	DNA mismatch repair protein MutL	mutL b4170 JW4128	Escherichia coli (strain K12)	615
eco:b4119	P06720	AGAL_ECOLI	reviewed	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)	melA mel-7 b4119 JW4080	Escherichia coli (strain K12)	451
eco:b3600	P09424	MTLD_ECOLI	reviewed	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	mtlD b3600 JW3574	Escherichia coli (strain K12)	382
eco:b0575	P38054	CUSA_ECOLI	reviewed	Cation efflux system protein CusA	cusA ybdE b0575 JW0564	Escherichia coli (strain K12)	1047
eco:b0597	P0A8Y8	ENTH_ECOLI	reviewed	Proofreading thioesterase EntH (EC 3.1.2.-) (Enterobactin synthase component H) (p15)	entH ybdB b0597 JW0589	Escherichia coli (strain K12)	137
eco:b1876	P11875	SYR_ECOLI	reviewed	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS b1876 JW1865	Escherichia coli (strain K12)	577
eco:b2926	P0A799	PGK_ECOLI	reviewed	Phosphoglycerate kinase (EC 2.7.2.3)	pgk b2926 JW2893	Escherichia coli (strain K12)	387
eco:b3612	P37689	GPMI_ECOLI	reviewed	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI pgmI yibO b3612 JW3587	Escherichia coli (strain K12)	514
eco:b4125	P0AEC8	DCUS_ECOLI	reviewed	Sensor histidine kinase DcuS (EC 2.7.13.3) (Fumarate sensor)	dcuS yjdH b4125 JW4086	Escherichia coli (strain K12)	543
eco:b3204	P69829	PTSN_ECOLI	reviewed	Nitrogen regulatory protein (Enzyme IIA-NTR) (PTS system EIIA component) (Phosphotransferase enzyme IIA component)	ptsN rpoP yhbI b3204 JW3171	Escherichia coli (strain K12)	163
eco:b3011	Q46856	YQHD_ECOLI	reviewed	Alcohol dehydrogenase YqhD (EC 1.1.1.-)	yqhD b3011 JW2978	Escherichia coli (strain K12)	387
eco:b1676	P0AD61	KPYK1_ECOLI	reviewed	Pyruvate kinase I (EC 2.7.1.40) (PK-1)	pykF b1676 JW1666	Escherichia coli (strain K12)	470
eco:b0734	P0ABK2	CYDB_ECOLI	reviewed	Cytochrome bd-I ubiquinol oxidase subunit 2 (EC 7.1.1.7) (Cytochrome bd-I oxidase subunit II) (Cytochrome d ubiquinol oxidase subunit II)	cydB cyd-2 b0734 JW0723	Escherichia coli (strain K12)	379
eco:b0978	P26459	APPC_ECOLI	reviewed	Cytochrome bd-II ubiquinol oxidase subunit 1 (EC 7.1.1.3) (Cytochrome bd-II oxidase subunit I)	appC cbdA cyxA b0978 JW0960	Escherichia coli (strain K12)	514
eco:b3233	P0ADW3	YHCB_ECOLI	reviewed	Inner membrane protein YhcB	yhcB b3233 JW5539	Escherichia coli (strain K12)	132
eco:b1090	P27247	PLSX_ECOLI	reviewed	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX b1090 JW5156	Escherichia coli (strain K12)	356
eco:b4041	P0A7A7	PLSB_ECOLI	reviewed	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	plsB b4041 JW4001	Escherichia coli (strain K12)	807
eco:b0742	P45955	CPOB_ECOLI	reviewed	Cell division coordinator CpoB	cpoB ybgF b0742 JW0732	Escherichia coli (strain K12)	263
eco:b1209	P61320	LOLB_ECOLI	reviewed	Outer-membrane lipoprotein LolB	lolB hemM ychC b1209 JW1200	Escherichia coli (strain K12)	207
eco:b1677	P69776	LPP_ECOLI	reviewed	Major outer membrane lipoprotein Lpp (Braun lipoprotein) (BLP) (Murein-lipoprotein)	lpp mlpA mulI b1677 JW1667	Escherichia coli (strain K12)	78
eco:b2574	P10902	NADB_ECOLI	reviewed	L-aspartate oxidase (LASPO) (EC 1.4.3.16) (Quinolinate synthase B)	nadB nicB b2574 JW2558	Escherichia coli (strain K12)	540
eco:b0785	P30749	MOAE_ECOLI	reviewed	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	moaE chlA5 b0785 JW0768	Escherichia coli (strain K12)	150
eco:b0826	P12282	MOEB_ECOLI	reviewed	Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (MoaD protein adenylase) (Molybdopterin-converting factor subunit 1 adenylase) (Sulfur carrier protein MoaD adenylyltransferase)	moeB chlN b0826 JW0810	Escherichia coli (strain K12)	249
eco:b3520	P37640	YHJB_ECOLI	reviewed	Putative HTH-type transcriptional regulator YhjB	yhjB b3520 JW3488	Escherichia coli (strain K12)	200
eco:b3857	P32173	MOBA_ECOLI	reviewed	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide biosynthesis protein A) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase) (Protein FA)	mobA chlB mob narB b3857 JW3829	Escherichia coli (strain K12)	194
eco:b1333	P0AAC0	USPE_ECOLI	reviewed	Universal stress protein E	uspE ydaA b1333 JW1327	Escherichia coli (strain K12)	316
eco:b1493	P69910	DCEB_ECOLI	reviewed	Glutamate decarboxylase beta (GAD-beta) (EC 4.1.1.15)	gadB b1493 JW1488	Escherichia coli (strain K12)	466
eco:b1661	P0A9H7	CFA_ECOLI	reviewed	Cyclopropane-fatty-acyl-phospholipid synthase (CFA synthase) (Cyclopropane fatty acid synthase) (EC 2.1.1.79)	cfa cdfA b1661 JW1653	Escherichia coli (strain K12)	382
eco:b1681	P77689	SUFD_ECOLI	reviewed	FeS cluster assembly protein SufD	sufD ynhC b1681 JW1671	Escherichia coli (strain K12)	423
eco:b1682	P77499	SUFC_ECOLI	reviewed	Probable ATP-dependent transporter SufC	sufC ynhD b1682 JW1672	Escherichia coli (strain K12)	248
eco:b1784	P76235	YEAH_ECOLI	reviewed	UPF0229 protein YeaH	yeaH b1784 JW1773	Escherichia coli (strain K12)	427
eco:b1870	P76290	CMOA_ECOLI	reviewed	Carboxy-S-adenosyl-L-methionine synthase (Cx-SAM synthase) (EC 2.1.3.-)	cmoA yecO b1870 JW1859	Escherichia coli (strain K12)	247
eco:b2916	P0A8S1	ARGP_ECOLI	reviewed	HTH-type transcriptional regulator ArgP (Inhibitor of chromosome initiation) (OriC replication inhibitor)	argP iciA b2916 JW2883	Escherichia coli (strain K12)	297
eco:b3073	P42588	PAT_ECOLI	reviewed	Putrescine aminotransferase (PAT) (PATase) (EC 2.6.1.82) (Cadaverine transaminase) (Diamine transaminase) (EC 2.6.1.29) (Putrescine transaminase) (Putrescine--2-oxoglutaric acid transaminase) (Putrescine:2-OG aminotransferase)	patA ygjG b3073 JW5510	Escherichia coli (strain K12)	459
eco:b3250	P16926	MREC_ECOLI	reviewed	Cell shape-determining protein MreC (Cell shape protein MreC) (Rod shape-determining protein MreC)	mreC b3250 JW3219	Escherichia coli (strain K12)	367
eco:b3588	P37685	ALDB_ECOLI	reviewed	Aldehyde dehydrogenase B (EC 1.2.1.4) (Acetaldehyde dehydrogenase)	aldB yiaX b3588 JW3561	Escherichia coli (strain K12)	512
eco:b3802	P0ACB7	HEMY_ECOLI	reviewed	Protein HemY	hemY b3802 JW3774	Escherichia coli (strain K12)	398
eco:b3833	P0A887	UBIE_ECOLI	reviewed	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	ubiE yigO b3833 JW5581	Escherichia coli (strain K12)	251
eco:b3942	P13029	KATG_ECOLI	reviewed	Catalase-peroxidase (CP) (EC 1.11.1.21) (Hydroperoxidase I) (HPI) (Peroxidase/catalase)	katG b3942 JW3914	Escherichia coli (strain K12)	726
eco:b4055	P0AE22	APHA_ECOLI	reviewed	Class B acid phosphatase (CBAP) (EC 3.1.3.2)	aphA napA yjbP b4055 JW4015	Escherichia coli (strain K12)	237
eco:b4161	P39286	RSGA_ECOLI	reviewed	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-)	rsgA engC yjeQ b4161 JW4122	Escherichia coli (strain K12)	350
eco:b3030	P20083	PARE_ECOLI	reviewed	DNA topoisomerase 4 subunit B (EC 5.6.2.2) (Topoisomerase IV subunit B)	parE nfxD b3030 JW2998	Escherichia coli (strain K12)	630
eco:b1116	P0ADC3	LOLC_ECOLI	reviewed	Lipoprotein-releasing system transmembrane protein LolC	lolC ycfU b1116 JW5161	Escherichia coli (strain K12)	399
eco:b3019	P0AFI2	PARC_ECOLI	reviewed	DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A)	parC b3019 JW2987	Escherichia coli (strain K12)	752
eco:b3234	P39099	DEGQ_ECOLI	reviewed	Periplasmic pH-dependent serine endoprotease DegQ (EC 3.4.21.107) (Protease Do)	degQ hhoA b3234 JW3203	Escherichia coli (strain K12)	455
eco:b0995	P38684	TORR_ECOLI	reviewed	TorCAD operon transcriptional regulatory protein TorR	torR b0995 JW0980	Escherichia coli (strain K12)	230
eco:b0998	P36662	TORD_ECOLI	reviewed	Chaperone protein TorD	torD b0998 JW0983	Escherichia coli (strain K12)	199
eco:b1035	P75915	YCDY_ECOLI	reviewed	Chaperone protein YcdY	ycdY b1035 JW1018	Escherichia coli (strain K12)	184
eco:b1042	P28307	CSGA_ECOLI	reviewed	Major curlin subunit	csgA b1042 JW1025	Escherichia coli (strain K12)	151
eco:b2235	P69924	RIR2_ECOLI	reviewed	Ribonucleoside-diphosphate reductase 1 subunit beta (EC 1.17.4.1) (Protein B2) (Protein R2) (Ribonucleotide reductase 1)	nrdB ftsB b2235 JW2229	Escherichia coli (strain K12)	376
eco:b1949	P0AC07	FLIQ_ECOLI	reviewed	Flagellar biosynthetic protein FliQ	fliQ flaQ b1949 JW1933	Escherichia coli (strain K12)	89
eco:b1921	P52627	FLIZ_ECOLI	reviewed	Regulator of sigma S factor FliZ	fliZ yedH b1921 JW1906	Escherichia coli (strain K12)	183
eco:b1163	P75990	BLUF_ECOLI	reviewed	Blue light- and temperature-regulated antirepressor BluF (Blrp)	bluF blrp ycgF b1163 JW1150	Escherichia coli (strain K12)	403
eco:b1168	P75995	PDEG_ECOLI	reviewed	Probable cyclic di-GMP phosphodiesterase PdeG (EC 3.1.4.52)	pdeG ycgG b1168 JW5174	Escherichia coli (strain K12)	507
eco:b1250	P31069	KCH_ECOLI	reviewed	Voltage-gated potassium channel Kch	kch b1250 JW1242	Escherichia coli (strain K12)	417
eco:b2465	P33570	TKT2_ECOLI	reviewed	Transketolase 2 (TK 2) (EC 2.2.1.1)	tktB b2465 JW2449	Escherichia coli (strain K12)	667
eco:b3162	P0A9P6	DEAD_ECOLI	reviewed	ATP-dependent RNA helicase DeaD (EC 3.6.4.13) (Cold-shock DEAD box protein A) (Translation factor W2)	deaD csdA mssB rhlD b3162 JW5531	Escherichia coli (strain K12)	629
eco:b3521	P37641	YHJC_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YhjC	yhjC b3521 JW3489	Escherichia coli (strain K12)	299
eco:b3540	P37313	DPPF_ECOLI	reviewed	Dipeptide transport ATP-binding protein DppF (EC 7.4.2.9)	dppF dppE b3540 JW3509	Escherichia coli (strain K12)	334
eco:b3636	P0A7N9	RL33_ECOLI	reviewed	50S ribosomal protein L33 (Large ribosomal subunit protein bL33)	rpmG b3636 JW3611	Escherichia coli (strain K12)	55
eco:b4203	P0A7R1	RL9_ECOLI	reviewed	50S ribosomal protein L9 (Large ribosomal subunit protein bL9)	rplI b4203 JW4161	Escherichia coli (strain K12)	149
eco:b1095	P0AAI5	FABF_ECOLI	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II)	fabF fabJ b1095 JW1081	Escherichia coli (strain K12)	413
eco:b1131	P0AB89	PUR8_ECOLI	reviewed	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	purB b1131 JW1117	Escherichia coli (strain K12)	456
eco:b2323	P0A953	FABB_ECOLI	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (3-oxoacyl-[acyl-carrier-protein] synthase I) (Beta-ketoacyl-ACP synthase I) (KAS I)	fabB fabC b2323 JW2320	Escherichia coli (strain K12)	406
eco:b3650	P0AG24	SPOT_ECOLI	reviewed	Bifunctional (p)ppGpp synthase/hydrolase SpoT [Includes: GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (Stringent response-like protein) (ppGpp synthase II); Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)]	spoT b3650 JW3625	Escherichia coli (strain K12)	702
eco:b1130	P23836	PHOP_ECOLI	reviewed	Transcriptional regulatory protein PhoP	phoP b1130 JW1116	Escherichia coli (strain K12)	223
eco:b4016	P11071	ACEK_ECOLI	reviewed	Isocitrate dehydrogenase kinase/phosphatase (IDH kinase/phosphatase) (IDHK/P) (EC 2.7.11.5) (EC 3.1.3.-)	aceK b4016 JW3976	Escherichia coli (strain K12)	578
eco:b1575	P09557	DICB_ECOLI	reviewed	Division inhibition protein DicB	dicB b1575 JW1566	Escherichia coli (strain K12)	62
eco:b1300	P23883	PUUC_ECOLI	reviewed	NADP/NAD-dependent aldehyde dehydrogenase PuuC (ALDH) (EC 1.2.1.5) (3-hydroxypropionaldehyde dehydrogenase) (Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase) (Gamma-Glu-gamma-aminobutyraldehyde dehydrogenase)	puuC aldH b1300 JW1293	Escherichia coli (strain K12)	495
eco:b3752	P0A9J6	RBSK_ECOLI	reviewed	Ribokinase (RK) (EC 2.7.1.15)	rbsK b3752 JW3731	Escherichia coli (strain K12)	309
eco:b1222	P0AFA2	NARX_ECOLI	reviewed	Nitrate/nitrite sensor protein NarX (EC 2.7.13.3)	narX narR b1222 JW1213	Escherichia coli (strain K12)	598
eco:b1227	P11350	NARI_ECOLI	reviewed	Respiratory nitrate reductase 1 gamma chain (EC 1.7.5.1) (Cytochrome B-NR) (Nitrate reductase A subunit gamma) (Quinol-nitrate oxidoreductase subunit gamma)	narI chlI b1227 JW1218	Escherichia coli (strain K12)	225
eco:b1468	P19319	NARZ_ECOLI	reviewed	Respiratory nitrate reductase 2 alpha chain (EC 1.7.5.1)	narZ b1468 JW1463	Escherichia coli (strain K12)	1246
eco:b4326	P39375	IRAD_ECOLI	reviewed	Anti-adapter protein IraD	iraD yjiD b4326 JW5782	Escherichia coli (strain K12)	130
eco:b3006	P0ABU7	EXBB_ECOLI	reviewed	Biopolymer transport protein ExbB	exbB b3006 JW2974	Escherichia coli (strain K12)	244
eco:b3966	P06129	BTUB_ECOLI	reviewed	Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator)	btuB bfe cer dcrC b3966 JW3938	Escherichia coli (strain K12)	614
eco:b1940	P31068	FLIH_ECOLI	reviewed	Flagellar assembly protein FliH	fliH fla AII.3 fla BIII b1940 JW1924	Escherichia coli (strain K12)	228
eco:b3202	P24255	RP54_ECOLI	reviewed	RNA polymerase sigma-54 factor	rpoN glnF ntrA b3202 JW3169	Escherichia coli (strain K12)	477
eco:b3210	P0AEC3	ARCB_ECOLI	reviewed	Aerobic respiration control sensor protein ArcB (EC 2.7.13.3)	arcB b3210 JW5536	Escherichia coli (strain K12)	778
eco:b2957	P00805	ASPG2_ECOLI	reviewed	L-asparaginase 2 (EC 3.5.1.1) (L-asparaginase II) (L-ASNase II) (L-asparagine amidohydrolase II) (Colaspase)	ansB b2957 JW2924	Escherichia coli (strain K12)	348
eco:b1475	P0AAJ3	FDNH_ECOLI	reviewed	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit (Anaerobic formate dehydrogenase iron-sulfur subunit) (Formate dehydrogenase-N subunit beta) (FDH-N subunit beta)	fdnH b1475 JW1471	Escherichia coli (strain K12)	294
eco:b1976	P76346	MTFA_ECOLI	reviewed	Protein MtfA (Mlc titration factor A)	mtfA yeeI b1976 JW1958	Escherichia coli (strain K12)	265
