yourlist:M2021051372FEB3358BE035486EE75ADE9E91772506A201F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
eco:b2342	P76503	FADI_ECOLI	reviewed	3-ketoacyl-CoA thiolase FadI (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadI yfcY b2342 JW2339	Escherichia coli (strain K12)	436
eco:b2369	P0ACZ4	EVGA_ECOLI	reviewed	DNA-binding transcriptional activator EvgA	evgA b2369 JW2366	Escherichia coli (strain K12)	204
eco:b2388	P0A6V8	GLK_ECOLI	reviewed	Glucokinase (EC 2.7.1.2) (Glucose kinase)	glk b2388 JW2385	Escherichia coli (strain K12)	321
eco:b2400	P04805	SYE_ECOLI	reviewed	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	gltX b2400 JW2395	Escherichia coli (strain K12)	471
eco:b2407	P45563	XAPA_ECOLI	reviewed	Purine nucleoside phosphorylase 2 (EC 2.4.2.1) (Inosine-guanosine phosphorylase) (Purine nucleoside phosphorylase II) (PNP II) (Xanthosine phosphorylase)	xapA pndA b2407 JW2398	Escherichia coli (strain K12)	277
eco:b2414	P0ABK5	CYSK_ECOLI	reviewed	Cysteine synthase A (CSase A) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase A) (OAS-TL A) (O-acetylserine sulfhydrylase A) (S-carboxymethylcysteine synthase) (EC 4.5.1.5) (Sulfate starvation-induced protein 5) (SSI5)	cysK cysZ b2414 JW2407	Escherichia coli (strain K12)	323
eco:b2418	P40191	PDXK_ECOLI	reviewed	Pyridoxine/pyridoxal/pyridoxamine kinase (PN/PL/PM kinase) (EC 2.7.1.35) (B6-vitamer kinase) (Pyridoxal kinase 1) (PL kinase 1)	pdxK yfeI b2418 JW2411	Escherichia coli (strain K12)	283
eco:b2421	P16703	CYSM_ECOLI	reviewed	Cysteine synthase B (CSase B) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase B) (OAS-TL B) (O-acetylserine sulfhydrylase B)	cysM b2421 JW2414	Escherichia coli (strain K12)	303
eco:b2436	P36553	HEM6_ECOLI	reviewed	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	hemF b2436 JW2429	Escherichia coli (strain K12)	299
eco:b2440	P19636	EUTC_ECOLI	reviewed	Ethanolamine ammonia-lyase light chain (EC 4.3.1.7) (Ethanolamine ammonia-lyase small subunit)	eutC b2440 JW2433	Escherichia coli (strain K12)	295
eco:b2458	P77218	EUTD_ECOLI	reviewed	Ethanolamine utilization protein EutD	eutD eutI ypfA b2458 JW2442	Escherichia coli (strain K12)	338
eco:b2463	P76558	MAO2_ECOLI	reviewed	NADP-dependent malic enzyme (NADP-ME) (EC 1.1.1.40)	maeB ypfF b2463 JW2447	Escherichia coli (strain K12)	759
eco:b2464	P0A867	TALA_ECOLI	reviewed	Transaldolase A (EC 2.2.1.2)	talA b2464 JW2448	Escherichia coli (strain K12)	316
eco:b2465	P33570	TKT2_ECOLI	reviewed	Transketolase 2 (TK 2) (EC 2.2.1.1)	tktB b2465 JW2449	Escherichia coli (strain K12)	667
eco:b2472	P0AED7	DAPE_ECOLI	reviewed	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE msgB b2472 JW2456	Escherichia coli (strain K12)	375
eco:b2476	P0A7D7	PUR7_ECOLI	reviewed	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC b2476 JW2461	Escherichia coli (strain K12)	237
eco:b2478	P0A6L2	DAPA_ECOLI	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA b2478 JW2463	Escherichia coli (strain K12)	292
eco:b2498	P0A8F0	UPP_ECOLI	reviewed	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp uraP b2498 JW2483	Escherichia coli (strain K12)	208
eco:b2499	P08178	PUR5_ECOLI	reviewed	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM purG b2499 JW2484	Escherichia coli (strain K12)	345
eco:b2500	P08179	PUR3_ECOLI	reviewed	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	purN b2500 JW2485	Escherichia coli (strain K12)	212
eco:b2507	P04079	GUAA_ECOLI	reviewed	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (GMPS) (Glutamine amidotransferase)	guaA b2507 JW2491	Escherichia coli (strain K12)	525
eco:b2508	P0ADG7	IMDH_ECOLI	reviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	guaB guaR b2508 JW5401	Escherichia coli (strain K12)	488
eco:b2514	P60906	SYH_ECOLI	reviewed	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	hisS b2514 JW2498	Escherichia coli (strain K12)	424
eco:b2515	P62620	ISPG_ECOLI	reviewed	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase) (Protein GcpE) (Protein E)	ispG gcpE b2515 JW2499	Escherichia coli (strain K12)	372
eco:b2518	P0A763	NDK_ECOLI	reviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk b2518 JW2502	Escherichia coli (strain K12)	143
eco:b2519	P76577	PBPC_ECOLI	reviewed	Penicillin-binding protein 1C (PBP-1c) (PBP1c) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase); Transpeptidase-like module]	pbpC yfgN b2519 JW2503	Escherichia coli (strain K12)	770
eco:b2521	P31142	THTM_ECOLI	reviewed	3-mercaptopyruvate sulfurtransferase (MST) (EC 2.8.1.2) (Rhodanese-like protein)	sseA b2521 JW2505	Escherichia coli (strain K12)	281
eco:b2525	P0A9R4	FER_ECOLI	reviewed	2Fe-2S ferredoxin	fdx b2525 JW2509	Escherichia coli (strain K12)	111
eco:b2530	P0A6B7	ISCS_ECOLI	reviewed	Cysteine desulfurase IscS (EC 2.8.1.7) (NifS protein homolog) (ThiI transpersulfidase) (TusA transpersulfidase)	iscS nuvC yfhO yzzO b2530 JW2514	Escherichia coli (strain K12)	404
eco:b2538	P0ABR5	HCAE_ECOLI	reviewed	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	hcaE digA hcaA hcaA1 phdC1 yfhU b2538 JW2522	Escherichia coli (strain K12)	453
eco:b2539	Q47140	HCAF_ECOLI	reviewed	3-phenylpropionate/cinnamic acid dioxygenase subunit beta (EC 1.14.12.19)	hcaF digB hcaA2 hcaB phdC2 yfhV b2539 JW2523	Escherichia coli (strain K12)	172
eco:b2540	P0ABW0	HCAC_ECOLI	reviewed	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit	hcaC hcaA3 phdB yfhW b2540 JW2524	Escherichia coli (strain K12)	106
eco:b2541	P0CI31	HCAB_ECOLI	reviewed	3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase (EC 1.3.1.87) (2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase) (3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate dehydrogenase) (CI-dihydrodiol dehydrogenase) (Cis-3-(2-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol dehydrogenase) (Cis-3-(2-carboxyethyl)-3,5-cyclohexadiene-1,2-diol dehydrogenase) (PP-dihydrodiol dehydrogenase)	hcaB phdD yfhX b2541 JW2525	Escherichia coli (strain K12)	270
eco:b2551	P0A825	GLYA_ECOLI	reviewed	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA b2551 JW2535	Escherichia coli (strain K12)	417
eco:b2553	P0A9Z1	GLNB_ECOLI	reviewed	Nitrogen regulatory protein P-II 1	glnB b2553 JW2537	Escherichia coli (strain K12)	112
eco:b2554	P0AFU4	GLRR_ECOLI	reviewed	Transcriptional regulatory protein GlrR	glrR yfhA b2554 JW2538	Escherichia coli (strain K12)	444
eco:b2557	P15254	PUR4_ECOLI	reviewed	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT)	purL purI b2557 JW2541	Escherichia coli (strain K12)	1295
eco:b2560	P0AD42	PGPC_ECOLI	reviewed	Phosphatidylglycerophosphatase C (EC 3.1.3.27) (Phosphatidylglycerolphosphate phosphatase C) (PGP phosphatase C)	pgpC yfhB b2560 JW5408	Escherichia coli (strain K12)	211
eco:b2563	P24224	ACPS_ECOLI	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS dpj b2563 JW2547	Escherichia coli (strain K12)	126
eco:b2564	P0A794	PDXJ_ECOLI	reviewed	Pyridoxine 5'-phosphate synthase (PNP synthase) (EC 2.6.99.2)	pdxJ b2564 JW2548	Escherichia coli (strain K12)	243
eco:b2582	P0AGG4	THIO2_ECOLI	reviewed	Thioredoxin 2 (Trx-2) (EC 1.8.1.8) (Protein-disulfide reductase)	trxC yfiG b2582 JW2566	Escherichia coli (strain K12)	139
eco:b2585	P23830	PSS_ECOLI	reviewed	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	pssA pss b2585 JW2569	Escherichia coli (strain K12)	451
eco:b2599	P0A9J8	CMPDT_ECOLI	reviewed	Bifunctional chorismate mutase/prephenate dehydratase (Chorismate mutase-prephenate dehydratase) (P-protein) [Includes: Chorismate mutase (CM) (EC 5.4.99.5); Prephenate dehydratase (PDT) (EC 4.2.1.51)]	pheA b2599 JW2580	Escherichia coli (strain K12)	386
eco:b2600	P07023	TYRA_ECOLI	reviewed	T-protein [Includes: Chorismate mutase (CM) (EC 5.4.99.5); Prephenate dehydrogenase (PDH) (EC 1.3.1.12)]	tyrA b2600 JW2581	Escherichia coli (strain K12)	373
eco:b2601	P00888	AROF_ECOLI	reviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	aroF b2601 JW2582	Escherichia coli (strain K12)	356
eco:b2661	P25526	GABD_ECOLI	reviewed	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD (SSDH) (EC 1.2.1.79) (Glutarate-semialdehyde dehydrogenase) (EC 1.2.1.-)	gabD b2661 JW2636	Escherichia coli (strain K12)	482
eco:b2673	P0AC65	NRDH_ECOLI	reviewed	Glutaredoxin-like protein NrdH	nrdH ygaN b2673 JW2648	Escherichia coli (strain K12)	81
eco:b2675	P39452	RIR3_ECOLI	reviewed	Ribonucleoside-diphosphate reductase 2 subunit alpha (EC 1.17.4.1) (R1E protein) (Ribonucleotide reductase 2)	nrdE b2675 JW2650	Escherichia coli (strain K12)	714
eco:b2676	P37146	RIR4_ECOLI	reviewed	Ribonucleoside-diphosphate reductase 2 subunit beta (EC 1.17.4.1) (R2F protein) (Ribonucleotide reductase 2)	nrdF ygaD b2676 JW2651	Escherichia coli (strain K12)	319
eco:b2687	P45578	LUXS_ECOLI	reviewed	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	luxS ygaG b2687 JW2662	Escherichia coli (strain K12)	171
eco:b2688	P0A6W9	GSH1_ECOLI	reviewed	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	gshA gsh-I b2688 JW2663	Escherichia coli (strain K12)	518
eco:b2697	P00957	SYA_ECOLI	reviewed	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	alaS lovB b2697 JW2667	Escherichia coli (strain K12)	876
eco:b2708	P17115	GUTQ_ECOLI	reviewed	Arabinose 5-phosphate isomerase GutQ (API) (G-API) (EC 5.3.1.13) (Phosphosugar aldol-ketol isomerase)	gutQ srlQ b2708 JW5431	Escherichia coli (strain K12)	321
eco:b2719	P16433	HYCG_ECOLI	reviewed	Formate hydrogenlyase subunit 7 (FHL subunit 7) (Hydrogenase-3 component G)	hycG hevG b2719 JW2689	Escherichia coli (strain K12)	255
eco:b2720	P16432	HYCF_ECOLI	reviewed	Formate hydrogenlyase subunit 6 (FHL subunit 6) (Hydrogenase-3 component F)	hycF hevF b2720 JW2690	Escherichia coli (strain K12)	180
eco:b2721	P16431	HYCE_ECOLI	reviewed	Formate hydrogenlyase subunit 5 (FHL subunit 5) (Hydrogenase-3 component E)	hycE hevE b2721 JW2691	Escherichia coli (strain K12)	569
eco:b2722	P16430	HYCD_ECOLI	reviewed	Formate hydrogenlyase subunit 4 (FHL subunit 4) (Hydrogenase 3 component D)	hycD hevD b2722 JW2692	Escherichia coli (strain K12)	307
eco:b2723	P16429	HYCC_ECOLI	reviewed	Formate hydrogenlyase subunit 3 (FHL subunit 3) (Hydrogenase-3 component C)	hycC hevC b2723 JW2693	Escherichia coli (strain K12)	608
eco:b2724	P0AAK1	HYCB_ECOLI	reviewed	Formate hydrogenlyase subunit 2 (FHL subunit 2) (Hydrogenase-3 component B)	hycB hevB b2724 JW2694	Escherichia coli (strain K12)	203
eco:b2744	P0A840	SURE_ECOLI	reviewed	5'/3'-nucleotidase SurE (EC 3.1.3.5) (EC 3.1.3.6) (Exopolyphosphatase) (EC 3.6.1.11) (Nucleoside monophosphate phosphohydrolase) (Stationary-phase survival protein SurE)	surE ygbC b2744 JW2714	Escherichia coli (strain K12)	253
eco:b2746	P62617	ISPF_ECOLI	reviewed	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	ispF mecS ygbB b2746 JW2716	Escherichia coli (strain K12)	159
eco:b2747	Q46893	ISPD_ECOLI	reviewed	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (CDP-ME synthase) (MEP cytidylyltransferase) (MCT)	ispD ygbP b2747 JW2717	Escherichia coli (strain K12)	236
eco:b2750	P0A6J1	CYSC_ECOLI	reviewed	Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)	cysC b2750 JW2720	Escherichia coli (strain K12)	201
eco:b2751	P23845	CYSN_ECOLI	reviewed	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT)	cysN b2751 JW2721	Escherichia coli (strain K12)	475
eco:b2752	P21156	CYSD_ECOLI	reviewed	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase) (SAT)	cysD b2752 JW2722	Escherichia coli (strain K12)	302
eco:b2762	P17854	CYSH_ECOLI	reviewed	Phosphoadenosine phosphosulfate reductase (EC 1.8.4.8) (3'-phosphoadenylylsulfate reductase) (PAPS reductase, thioredoxin dependent) (PAPS sulfotransferase) (PAdoPS reductase)	cysH b2762 JW2732	Escherichia coli (strain K12)	244
eco:b2763	P17846	CYSI_ECOLI	reviewed	Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)	cysI b2763 JW2733	Escherichia coli (strain K12)	570
eco:b2764	P38038	CYSJ_ECOLI	reviewed	Sulfite reductase [NADPH] flavoprotein alpha-component (SiR-FP) (EC 1.8.1.2)	cysJ b2764 JW2734	Escherichia coli (strain K12)	599
eco:b2779	P0A6P9	ENO_ECOLI	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno b2779 JW2750	Escherichia coli (strain K12)	432
eco:b2780	P0A7E5	PYRG_ECOLI	reviewed	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG b2780 JW2751	Escherichia coli (strain K12)	545
eco:b2781	P0AEY3	MAZG_ECOLI	reviewed	Nucleoside triphosphate pyrophosphohydrolase (NTP-PPase) (EC 3.6.1.8)	mazG b2781 JW2752	Escherichia coli (strain K12)	263
eco:b2784	P0AG20	RELA_ECOLI	reviewed	GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (ppGpp synthase I)	relA b2784 JW2755	Escherichia coli (strain K12)	744
eco:b2787	P0AES2	GUDD_ECOLI	reviewed	Glucarate dehydratase (GDH) (GlucD) (EC 4.2.1.40)	gudD ygcX b2787 JW2758	Escherichia coli (strain K12)	446
eco:b2794	Q46920	QUEF_ECOLI	reviewed	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	queF yqcD b2794 JW2765	Escherichia coli (strain K12)	282
eco:b2797	P30744	SDHM_ECOLI	reviewed	L-serine dehydratase 2 (SDH 2) (EC 4.3.1.17) (L-serine deaminase 2) (L-SD2)	sdaB b2797 JW2768	Escherichia coli (strain K12)	455
eco:b2800	P0AB87	FUCA_ECOLI	reviewed	L-fuculose phosphate aldolase (EC 4.1.2.17) (D-ribulose-phosphate aldolase) (L-fuculose-1-phosphate aldolase)	fucA fucC prd b2800 JW2771	Escherichia coli (strain K12)	215
eco:b2802	P69922	FUCI_ECOLI	reviewed	L-fucose isomerase (FucIase) (EC 5.3.1.25) (6-deoxy-L-galactose isomerase) (D-arabinose isomerase) (EC 5.3.1.3)	fucI b2802 JW2773	Escherichia coli (strain K12)	591
eco:b2810	Q46925	CSDA_ECOLI	reviewed	Cysteine desulfurase CsdA (EC 2.8.1.7) (Cysteine sulfinate desulfinase) (CSD) (EC 4.4.1.-) (Selenocysteine lyase) (EC 4.4.1.16)	csdA ygdJ b2810 JW2781	Escherichia coli (strain K12)	401
eco:b2818	P0A6C5	ARGA_ECOLI	reviewed	Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS) (NAGS)	argA b2818 JW2786	Escherichia coli (strain K12)	443
eco:b2827	P0A884	TYSY_ECOLI	reviewed	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA b2827 JW2795	Escherichia coli (strain K12)	264
eco:b2838	P00861	DCDA_ECOLI	reviewed	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA b2838 JW2806	Escherichia coli (strain K12)	420
eco:b2866	Q46799	XDHA_ECOLI	reviewed	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA (EC 1.17.1.4)	xdhA ygeS b2866 JW5462	Escherichia coli (strain K12)	752
eco:b2867	Q46800	XDHB_ECOLI	reviewed	Putative xanthine dehydrogenase FAD-binding subunit XdhB (EC 1.17.1.4)	xdhB ygeT b2867 JW2835	Escherichia coli (strain K12)	292
eco:b2868	Q46801	XDHC_ECOLI	reviewed	Putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC	xdhC ygeU b2868 JW2836	Escherichia coli (strain K12)	159
eco:b2883	P76641	GUAD_ECOLI	reviewed	Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH)	guaD ygfP b2883 JW5466	Escherichia coli (strain K12)	439
eco:b2889	Q46822	IDI_ECOLI	reviewed	Isopentenyl-diphosphate Delta-isomerase (IPP isomerase) (EC 5.3.3.2) (IPP:DMAPP isomerase) (Isopentenyl pyrophosphate isomerase)	idi ygfV b2889 JW2857	Escherichia coli (strain K12)	182
eco:b2890	P0A8N3	SYK1_ECOLI	reviewed	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS asuD herC b2890 JW2858	Escherichia coli (strain K12)	505
eco:b2895	P0ABY4	FLAW_ECOLI	reviewed	Flavodoxin 2	fldB b2895 JW2863	Escherichia coli (strain K12)	173
eco:b2903	P33195	GCSP_ECOLI	reviewed	Glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	gcvP b2903 JW2871	Escherichia coli (strain K12)	957
eco:b2904	P0A6T9	GCSH_ECOLI	reviewed	Glycine cleavage system H protein	gcvH b2904 JW2872	Escherichia coli (strain K12)	129
eco:b2905	P27248	GCST_ECOLI	reviewed	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	gcvT b2905 JW2873	Escherichia coli (strain K12)	364
eco:b2907	P25534	UBIH_ECOLI	reviewed	2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-)	ubiH visB b2907 JW2875	Escherichia coli (strain K12)	392
eco:b2912	P0AC28	5FCL_ECOLI	reviewed	5-formyltetrahydrofolate cyclo-ligase (5-FCL) (EC 6.3.3.2) (5,10-methenyltetrahydrofolate synthetase) (MTHFS)	ygfA b2912 JW2879	Escherichia coli (strain K12)	182
eco:b2913	P0A9T0	SERA_ECOLI	reviewed	D-3-phosphoglycerate dehydrogenase (PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	serA b2913 JW2880	Escherichia coli (strain K12)	410
eco:b2914	P0A7Z0	RPIA_ECOLI	reviewed	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	rpiA ygfC b2914 JW5475	Escherichia coli (strain K12)	219
eco:b2917	P27253	SCPA_ECOLI	reviewed	Methylmalonyl-CoA mutase (MCM) (EC 5.4.99.2)	scpA sbm yliK b2917 JW2884	Escherichia coli (strain K12)	714
eco:b2919	P52045	SCPB_ECOLI	reviewed	Methylmalonyl-CoA decarboxylase (MMCD) (EC 4.1.1.-) (Transcarboxylase)	scpB mmcD ygfG b2919 JW2886	Escherichia coli (strain K12)	261
eco:b2925	P0AB71	ALF_ECOLI	reviewed	Fructose-bisphosphate aldolase class 2 (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase) (Fructose-bisphosphate aldolase class II)	fbaA fba fda b2925 JW2892	Escherichia coli (strain K12)	359
eco:b2926	P0A799	PGK_ECOLI	reviewed	Phosphoglycerate kinase (EC 2.7.2.3)	pgk b2926 JW2893	Escherichia coli (strain K12)	387
eco:b2930	P21437	GLPX2_ECOLI	reviewed	Fructose-1,6-bisphosphatase 2 class 2 (FBPase 2 class 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2 class 2)	yggF yggK b2930 JW2897	Escherichia coli (strain K12)	321
eco:b2935	P27302	TKT1_ECOLI	reviewed	Transketolase 1 (TK 1) (EC 2.2.1.1)	tktA tkt b2935 JW5478	Escherichia coli (strain K12)	663
eco:b2937	P60651	SPEB_ECOLI	reviewed	Agmatinase (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)	speB b2937 JW2904	Escherichia coli (strain K12)	306
eco:b2938	P21170	SPEA_ECOLI	reviewed	Biosynthetic arginine decarboxylase (ADC) (EC 4.1.1.19)	speA b2938 JW2905	Escherichia coli (strain K12)	658
eco:b2942	P0A817	METK_ECOLI	reviewed	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK metX b2942 JW2909	Escherichia coli (strain K12)	384
eco:b2976	P37330	MASZ_ECOLI	reviewed	Malate synthase G (MSG) (EC 2.3.3.9)	glcB glc b2976 JW2943	Escherichia coli (strain K12)	723
eco:b2979	P0AEP9	GLCD_ECOLI	reviewed	Glycolate oxidase subunit GlcD (EC 1.1.99.14) (Glycolate dehydrogenase subunit GlcD)	glcD gox yghM b2979 JW2946	Escherichia coli (strain K12)	499
eco:b3001	Q46851	GPR_ECOLI	reviewed	L-glyceraldehyde 3-phosphate reductase (GAP reductase) (EC 1.1.1.-)	gpr mgrA yghZ b3001 JW2970	Escherichia coli (strain K12)	346
eco:b3008	P06721	METC_ECOLI	reviewed	Cystathionine beta-lyase MetC (CBL) (CL) (EC 4.4.1.13) (Beta-cystathionase MetC) (Cysteine desulfhydrase MetC) (CD) (EC 4.4.1.28) (Cysteine lyase MetC) (Cysteine-S-conjugate beta-lyase MetC)	metC b3008 JW2975	Escherichia coli (strain K12)	395
eco:b3012	Q46857	DKGA_ECOLI	reviewed	2,5-diketo-D-gluconic acid reductase A (2,5-DKG reductase A) (2,5-DKGR A) (25DKGR-A) (EC 1.1.1.274) (AKR5C)	dkgA yqhE b3012 JW5499	Escherichia coli (strain K12)	275
eco:b3018	P26647	PLSC_ECOLI	reviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (EC 2.3.1.51) (EC 2.3.1.n4) (Lysophosphatidic acid acyltransferase) (LPAAT) (Phosphatidic acid synthase) (PA synthase)	plsC parF b3018 JW2986	Escherichia coli (strain K12)	245
eco:b3025	P52076	QSEB_ECOLI	reviewed	Transcriptional regulatory protein QseB	qseB ygiX b3025 JW2993	Escherichia coli (strain K12)	219
eco:b3052	P76658	HLDE_ECOLI	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE rfaE waaE yqiF b3052 JW3024	Escherichia coli (strain K12)	477
eco:b3053	P30870	GLNE_ECOLI	reviewed	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme (ATP:glutamine synthetase adenylyltransferase) (ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) (Adenylyl removase) (AR) (AT-N) (AT-N440) (P-I); Glutamine synthetase adenylyl transferase (EC 2.7.7.42) (Adenylyl transferase) (AT) (AT-C)]	glnE b3053 JW3025	Escherichia coli (strain K12)	946
eco:b3091	P42604	UXAA_ECOLI	reviewed	Altronate dehydratase (EC 4.2.1.7) (D-altronate hydro-lyase)	uxaA ygjW b3091 JW3062	Escherichia coli (strain K12)	495
eco:b3092	P0A8G3	UXAC_ECOLI	reviewed	Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase)	uxaC ygjX ygjY ygjZ b3092 JW3063	Escherichia coli (strain K12)	470
eco:b3114	P42632	TDCE_ECOLI	reviewed	PFL-like enzyme TdcE (Keto-acid formate acetyltransferase) (Keto-acid formate-lyase) (Ketobutyrate formate-lyase) (KFL) (EC 2.3.1.-) (Pyruvate formate-lyase) (PFL) (EC 2.3.1.54)	tdcE yhaS b3114 JW5522	Escherichia coli (strain K12)	764
eco:b3115	P11868	TDCD_ECOLI	reviewed	Propionate kinase (EC 2.7.2.15)	tdcD yhaA b3115 JW5806	Escherichia coli (strain K12)	402
