X1,X2,X3,X4,X5,X6,X7,X8,cid
hydroxyamphetamine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P08588,Beta-1 adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,23378249
hydroxyamphetamine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,23378249
hydroxyamphetamine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P13945,Beta-3 adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,23378249
hydroxyamphetamine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,23378249
hydroxyamphetamine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,23378249
hydroxyamphetamine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,23378249
hydroxyamphetamine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,23378249
hydroxyamphetamine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,23378249
mephentermine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P07550,Beta-2 adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,3677
mephentermine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P08588,Beta-1 adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,3677
mephentermine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,3677
mephentermine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P13945,Beta-3 adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,3677
mephentermine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,3677
mephentermine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,3677
mephentermine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,3677
mephentermine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,3677
mephentermine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,3677
norepinephrine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P07550,Beta-2 adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,439260
norepinephrine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P08588,Beta-1 adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,439260
norepinephrine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,439260
norepinephrine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P13945,Beta-3 adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,439260
norepinephrine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,439260
norepinephrine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,439260
norepinephrine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,439260
norepinephrine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,439260
norepinephrine,Adrenergic receptor agonist,CHEMBL2331074,Adrenergic receptor,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,439260
ergotamine,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,8223
ergotamine,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,8223
ergotamine,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,8223
ergotamine,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,8223
ergotamine,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,8223
ergotamine,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,8223
naphazoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4436
naphazoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4436
naphazoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4436
naphazoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4436
naphazoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4436
naphazoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4436
oxymetazoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4636
oxymetazoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4636
oxymetazoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4636
oxymetazoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4636
oxymetazoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4636
oxymetazoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4636
tetrahydrozoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5419
tetrahydrozoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5419
tetrahydrozoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5419
tetrahydrozoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5419
tetrahydrozoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5419
tetrahydrozoline,Adrenergic receptor alpha agonist,CHEMBL2095203,Adrenergic receptor alpha,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5419
alseroxylon,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,62816
alseroxylon,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,62816
alseroxylon,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,62816
alseroxylon,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,62816
alseroxylon,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,62816
alseroxylon,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,62816
ergoloid,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,NA
ergoloid,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,NA
ergoloid,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,NA
ergoloid,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,NA
ergoloid,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,NA
ergoloid,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,NA
phenoxybenzamine,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4768
phenoxybenzamine,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4768
phenoxybenzamine,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4768
phenoxybenzamine,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4768
phenoxybenzamine,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4768
phenoxybenzamine,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,4768
phentolamine,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5775
phentolamine,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5775
phentolamine,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5775
phentolamine,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5775
phentolamine,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5775
phentolamine,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5775
rauwolfia serpentina,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,NA
rauwolfia serpentina,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,NA
rauwolfia serpentina,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,NA
rauwolfia serpentina,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,NA
rauwolfia serpentina,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,NA
rauwolfia serpentina,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,NA
tolazoline,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P08913,Alpha-2A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5504
tolazoline,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P18089,Alpha-2B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5504
tolazoline,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P18825,Alpha-2C adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5504
tolazoline,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5504
tolazoline,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5504
tolazoline,Adrenergic receptor alpha antagonist,CHEMBL2095203,Adrenergic receptor alpha,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5504
alfuzosin,Adrenergic receptor alpha-1 agonist,CHEMBL2094251,Adrenergic receptor alpha-1,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,2092
alfuzosin,Adrenergic receptor alpha-1 agonist,CHEMBL2094251,Adrenergic receptor alpha-1,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,2092
alfuzosin,Adrenergic receptor alpha-1 agonist,CHEMBL2094251,Adrenergic receptor alpha-1,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,2092
metaraminol,Adrenergic receptor alpha-1 agonist,CHEMBL2094251,Adrenergic receptor alpha-1,P25100,Alpha-1D adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5906
metaraminol,Adrenergic receptor alpha-1 agonist,CHEMBL2094251,Adrenergic receptor alpha-1,P35348,Alpha-1A adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5906
metaraminol,Adrenergic receptor alpha-1 agonist,CHEMBL2094251,Adrenergic receptor alpha-1,P35368,Alpha-1B adrenergic receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,5906
